 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  1.16E+14 cm-2s-1
  TURN OFF Combinatorial Effect
  TURN ON Symmetry Effect
 
  INITIAL MIXING RATIO OF ISOTOPIC SPECIES
 
Alt(km)  H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH  
    30.5   9.82E-02  9.83E-02  9.83E-02  1.16E-03 -1.10E-02 -1.10E-02  1.34E-01  8.71E-02  5.85E-02 -1.10E-02
    31.5   9.75E-02  9.75E-02  9.75E-02  1.15E-03 -1.75E-02 -1.76E-02  2.22E-01  1.42E-01 -4.36E-02 -1.76E-02
    32.5   9.63E-02  9.62E-02  9.62E-02  1.14E-03 -2.61E-02 -2.62E-02  3.25E-01  2.06E-01 -1.68E-01 -2.62E-02
    33.5   9.52E-02  9.52E-02  9.52E-02  1.13E-03 -3.70E-02 -3.72E-02  4.35E-01  2.74E-01 -3.10E-01 -3.71E-02
    34.5   9.47E-02  9.47E-02  9.47E-02  1.14E-03 -4.98E-02 -5.00E-02  5.44E-01  3.41E-01 -4.66E-01 -4.99E-02
    35.5   9.45E-02  9.45E-02  9.45E-02  1.15E-03 -6.41E-02 -6.44E-02  6.36E-01  3.97E-01 -6.30E-01 -6.43E-02
    36.5   9.44E-02  9.44E-02  9.44E-02  1.18E-03 -8.00E-02 -8.04E-02  7.00E-01  4.35E-01 -7.87E-01 -8.02E-02
    37.5   9.41E-02  9.41E-02  9.41E-02  1.21E-03 -9.71E-02 -9.76E-02  7.27E-01  4.49E-01 -9.24E-01 -9.74E-02
    38.5   9.30E-02  9.30E-02  9.30E-02  1.25E-03 -1.15E-01 -1.16E-01  7.17E-01  4.38E-01 -1.03E+00 -1.15E-01
    39.5   9.11E-02  9.11E-02  9.11E-02  1.29E-03 -1.34E-01 -1.34E-01  6.78E-01  4.08E-01 -1.09E+00 -1.34E-01
    40.5   8.90E-02  8.90E-02  8.90E-02  1.32E-03 -1.53E-01 -1.54E-01  6.26E-01  3.69E-01 -1.13E+00 -1.53E-01
    41.5   8.75E-02  8.74E-02  8.74E-02  1.35E-03 -1.72E-01 -1.72E-01  5.74E-01  3.29E-01 -1.14E+00 -1.72E-01
    42.5   8.66E-02  8.65E-02  8.65E-02  1.38E-03 -1.90E-01 -1.91E-01  5.28E-01  2.93E-01 -1.14E+00 -1.90E-01
    43.5   8.61E-02  8.61E-02  8.61E-02  1.41E-03 -2.07E-01 -2.08E-01  4.91E-01  2.62E-01 -1.14E+00 -2.08E-01
    44.5   8.58E-02  8.58E-02  8.58E-02  1.43E-03 -2.24E-01 -2.25E-01  4.60E-01  2.36E-01 -1.13E+00 -2.24E-01
    45.5   8.56E-02  8.56E-02  8.56E-02  1.46E-03 -2.40E-01 -2.40E-01  4.36E-01  2.14E-01 -1.13E+00 -2.40E-01
    46.5   8.54E-02  8.54E-02  8.54E-02  1.48E-03 -2.55E-01 -2.56E-01  4.15E-01  1.95E-01 -1.13E+00 -2.55E-01
    47.5   8.52E-02  8.52E-02  8.52E-02  1.51E-03 -2.70E-01 -2.71E-01  3.95E-01  1.76E-01 -1.12E+00 -2.70E-01
    48.5   8.49E-02  8.49E-02  8.49E-02  1.53E-03 -2.89E-01 -2.90E-01  3.76E-01  1.57E-01 -1.11E+00 -2.90E-01
    49.5   8.46E-02  8.46E-02  8.46E-02  1.55E-03 -3.12E-01 -3.13E-01  3.55E-01  1.36E-01 -1.11E+00 -3.13E-01
    50.5   8.44E-02  8.44E-02  8.44E-02  1.57E-03 -3.38E-01 -3.39E-01  3.35E-01  1.15E-01 -1.10E+00 -3.38E-01
    51.5   8.42E-02  8.42E-02  8.42E-02  1.59E-03 -3.66E-01 -3.67E-01  3.15E-01  9.20E-02 -1.10E+00 -3.66E-01
    52.5   8.39E-02  8.39E-02  8.39E-02  1.61E-03 -4.03E-01 -4.04E-01  2.93E-01  6.57E-02 -1.10E+00 -4.03E-01
    53.5   8.36E-02  8.36E-02  8.36E-02  1.63E-03 -4.49E-01 -4.50E-01  2.69E-01  3.53E-02 -1.10E+00 -4.48E-01
    54.5   8.34E-02  8.34E-02  8.34E-02  1.64E-03 -5.02E-01 -5.03E-01  2.44E-01  1.77E-03 -1.10E+00 -5.01E-01
    55.5   8.33E-02  8.33E-02  8.33E-02  1.65E-03 -5.63E-01 -5.65E-01  2.18E-01 -3.52E-02 -1.11E+00 -5.63E-01
    56.5   8.32E-02  8.32E-02  8.32E-02  1.66E-03 -6.34E-01 -6.37E-01  1.92E-01 -7.59E-02 -1.13E+00 -6.34E-01
    57.5   8.33E-02  8.33E-02  8.33E-02  1.67E-03 -7.14E-01 -7.18E-01  1.65E-01 -1.20E-01 -1.16E+00 -7.14E-01
    58.5   8.34E-02  8.34E-02  8.34E-02  1.68E-03 -8.03E-01 -8.08E-01  1.39E-01 -1.67E-01 -1.19E+00 -8.04E-01
    59.5   8.36E-02  8.36E-02  8.36E-02  1.69E-03 -8.98E-01 -9.06E-01  1.14E-01 -2.16E-01 -1.23E+00 -9.01E-01
    60.5   8.38E-02  8.38E-02  8.38E-02  1.69E-03 -9.98E-01 -1.01E+00  9.20E-02 -2.66E-01 -1.28E+00 -1.00E+00
    61.5   8.40E-02  8.41E-02  8.41E-02  1.70E-03 -1.10E+00 -1.11E+00  7.34E-02 -3.15E-01 -1.34E+00 -1.11E+00
    62.5   8.41E-02  8.43E-02  8.43E-02  1.70E-03 -1.20E+00 -1.22E+00  5.73E-02 -3.63E-01 -1.40E+00 -1.21E+00
    63.5   8.38E-02  8.33E-02  8.33E-02  1.70E-03 -1.30E+00 -1.31E+00  4.07E-02 -4.07E-01 -1.45E+00 -1.31E+00
    64.5   8.43E-02  8.42E-02  8.42E-02  1.70E-03 -1.39E+00 -1.41E+00  3.39E-02 -4.44E-01 -1.52E+00 -1.41E+00
    65.5   8.52E-02  8.53E-02  8.53E-02  1.70E-03 -1.50E+00 -1.52E+00  3.22E-02 -4.82E-01 -1.61E+00 -1.51E+00
    66.5   8.61E-02  8.61E-02  8.61E-02  1.71E-03 -1.60E+00 -1.63E+00  3.17E-02 -5.20E-01 -1.70E+00 -1.62E+00
    67.5   8.72E-02  8.74E-02  8.74E-02  1.71E-03 -1.72E+00 -1.75E+00  3.94E-02 -5.57E-01 -1.81E+00 -1.74E+00
    68.5   8.83E-02  8.85E-02  8.85E-02  1.71E-03 -1.84E+00 -1.87E+00  5.46E-02 -5.92E-01 -1.94E+00 -1.87E+00
    69.5   8.93E-02  8.97E-02  8.97E-02  1.71E-03 -1.96E+00 -2.01E+00  7.97E-02 -6.22E-01 -2.07E+00 -2.00E+00
    70.5   9.01E-02  9.04E-02  9.04E-02  1.71E-03 -2.08E+00 -2.14E+00  1.10E-01 -6.47E-01 -2.20E+00 -2.13E+00
    71.5   9.09E-02  9.12E-02  9.12E-02  1.71E-03 -2.18E+00 -2.25E+00  1.47E-01 -6.65E-01 -2.32E+00 -2.24E+00
    72.5   9.15E-02  9.17E-02  9.17E-02  1.71E-03 -2.25E+00 -2.34E+00  1.80E-01 -6.75E-01 -2.41E+00 -2.32E+00
    73.5   9.21E-02  9.23E-02  9.23E-02  1.71E-03 -2.30E+00 -2.39E+00  2.10E-01 -6.76E-01 -2.47E+00 -2.37E+00
    74.5   9.26E-02  9.28E-02  9.28E-02  1.71E-03 -2.30E+00 -2.39E+00  2.35E-01 -6.68E-01 -2.48E+00 -2.38E+00
    75.5   9.33E-02  9.37E-02  9.37E-02  1.71E-03 -2.26E+00 -2.35E+00  2.55E-01 -6.49E-01 -2.44E+00 -2.35E+00
    76.5   9.39E-02  9.44E-02  9.44E-02  1.71E-03 -2.18E+00 -2.26E+00  2.72E-01 -6.21E-01 -2.35E+00 -2.27E+00
    77.5   9.43E-02  9.46E-02  9.46E-02  1.71E-03 -2.07E+00 -2.13E+00  2.90E-01 -5.85E-01 -2.24E+00 -2.16E+00
    78.5   9.46E-02  9.28E-02  9.28E-02  1.71E-03 -1.93E+00 -2.01E+00  3.14E-01 -5.47E-01 -2.12E+00 -2.04E+00
    79.5   9.80E-02  9.75E-02  9.75E-02  1.71E-03 -1.74E+00 -1.84E+00  2.85E-01 -5.13E-01 -1.97E+00 -1.89E+00
    80.5   1.08E-01  1.30E-01  1.30E-01  1.71E-03 -1.50E+00 -1.35E+00  5.89E-02 -4.88E-01 -1.58E+00 -1.62E+00
    81.5   1.10E-01  1.28E-01  1.28E-01  1.71E-03 -1.31E+00 -8.50E-01 -1.83E-01 -4.84E-01 -1.44E+00 -1.53E+00
    82.5   1.11E-01  1.16E-01  1.16E-01  1.71E-03 -1.20E+00 -6.67E-01 -3.16E-01 -4.83E-01 -1.40E+00 -1.50E+00
    83.5   1.10E-01  1.07E-01  1.07E-01  1.71E-03 -1.13E+00 -5.89E-01 -3.70E-01 -4.83E-01 -1.39E+00 -1.50E+00
    84.5   1.10E-01  1.01E-01  1.01E-01  1.71E-03 -1.07E+00 -5.42E-01 -3.89E-01 -4.83E-01 -1.39E+00 -1.49E+00
    85.5   1.10E-01  9.75E-02  9.75E-02  1.71E-03 -1.01E+00 -5.09E-01 -3.90E-01 -4.83E-01 -1.38E+00 -1.49E+00
    86.5   1.10E-01  9.51E-02  9.51E-02  1.71E-03 -9.58E-01 -4.81E-01 -3.80E-01 -4.83E-01 -1.37E+00 -1.48E+00
    87.5   1.10E-01  9.36E-02  9.36E-02  1.71E-03 -9.11E-01 -4.57E-01 -3.65E-01 -4.83E-01 -1.36E+00 -1.47E+00
    88.5   1.10E-01  9.27E-02  9.27E-02  1.71E-03 -8.67E-01 -4.35E-01 -3.48E-01 -4.83E-01 -1.35E+00 -1.47E+00
    89.5   1.09E-01  9.22E-02  9.22E-02  1.71E-03 -8.28E-01 -4.15E-01 -3.29E-01 -4.83E-01 -1.34E+00 -1.46E+00
    90.5   1.09E-01  9.19E-02  9.19E-02  1.71E-03 -7.92E-01 -3.97E-01 -3.08E-01 -4.83E-01 -1.33E+00 -1.44E+00
    91.5   1.09E-01  9.17E-02  9.17E-02  1.71E-03 -7.60E-01 -3.81E-01 -2.84E-01 -4.83E-01 -1.31E+00 -1.43E+00
    92.5   1.09E-01  9.15E-02  9.15E-02  1.71E-03 -7.30E-01 -3.66E-01 -2.60E-01 -4.83E-01 -1.28E+00 -1.41E+00
    93.5   1.09E-01  9.15E-02  9.15E-02  1.70E-03 -7.04E-01 -3.52E-01 -2.32E-01 -4.83E-01 -1.25E+00 -1.38E+00
    94.5   1.09E-01  9.14E-02  9.14E-02  1.69E-03 -6.80E-01 -3.40E-01 -1.99E-01 -4.83E-01 -1.21E+00 -1.35E+00
    95.5   1.09E-01  9.13E-02  9.13E-02  1.67E-03 -6.59E-01 -3.30E-01 -1.62E-01 -4.83E-01 -1.16E+00 -1.31E+00
    96.5   1.09E-01  9.13E-02  9.13E-02  1.65E-03 -6.41E-01 -3.21E-01 -1.13E-01 -4.83E-01 -1.10E+00 -1.25E+00
    97.5   1.09E-01  9.13E-02  9.13E-02  1.63E-03 -6.26E-01 -3.14E-01 -4.92E-02 -4.83E-01 -1.02E+00 -1.19E+00
    98.5   1.09E-01  9.13E-02  9.13E-02  1.60E-03 -6.16E-01 -3.09E-01  4.18E-02 -4.83E-01 -9.26E-01 -1.11E+00
    99.5   1.09E-01  9.13E-02  9.13E-02  1.59E-03 -6.11E-01 -3.06E-01  1.68E-01 -4.83E-01 -8.34E-01 -1.02E+00
 
     Z(km)  ÔÏ±ÚnÌ ?  µæNÖñ>  ‰Q8ÁS1?  Û í…÷Š=  9‹<ŽFp?  	¿­'È`õ>  œ;'@?  ðN‡å–Ã`A  ÚÄ¤H¹ª=  ‹\÷?%Ã?
«ùÕã}“p?
     0.5   1.94E+00  2.42E+00  2.42E+00 -6.02E-04  1.13E-02  5.68E-04 -1.57E-01  3.32E-02 -4.20E-03
     1.5   1.87E+00  2.42E+00  2.42E+00 -6.02E-04  1.36E-02  5.98E-04 -4.22E-01  3.36E-02 -4.21E-03
     2.5   1.69E+00  2.32E+00  2.32E+00 -6.02E-04  1.49E-02  6.07E-04 -5.59E-01  3.23E-02 -4.21E-03
     3.5   1.41E+00  2.05E+00  2.05E+00 -6.02E-04  1.51E-02  5.89E-04 -6.79E-01  2.94E-02 -4.22E-03
     4.5   1.11E+00  1.71E+00  1.71E+00 -6.02E-04  1.42E-02  5.46E-04 -7.83E-01  2.53E-02 -4.22E-03
     5.5   8.04E-01  1.36E+00  1.36E+00 -6.02E-04  1.20E-02  4.80E-04 -8.51E-01  2.02E-02 -4.21E-03
     6.5   5.30E-01  1.03E+00  1.03E+00 -6.02E-04  8.91E-03  4.02E-04 -8.65E-01  1.43E-02 -4.20E-03
     7.5   2.98E-01  7.42E-01  7.42E-01 -6.02E-04  6.04E-03  3.28E-04 -8.40E-01  9.49E-03 -4.19E-03
     8.5   1.11E-01  4.89E-01  4.89E-01 -6.02E-04  4.19E-03  2.72E-04 -8.00E-01  6.49E-03 -4.19E-03
     9.5  -3.48E-02  2.81E-01  2.81E-01 -6.02E-04  3.06E-03  2.38E-04 -7.50E-01  4.70E-03 -4.18E-03
    10.5  -1.60E-01  1.02E-01  1.02E-01 -6.02E-04  2.15E-03  2.49E-04 -6.68E-01  3.15E-03 -4.19E-03
    11.5  -2.70E-01 -6.56E-02 -6.56E-02 -6.02E-04  9.85E-04  2.52E-04 -5.19E-01  1.42E-03 -4.20E-03
    12.5  -3.15E-01 -1.45E-01 -1.45E-01 -6.03E-04  3.19E-04  2.54E-04 -4.18E-01  3.68E-04 -4.20E-03
    13.5  -2.90E-01 -1.55E-01 -1.55E-01 -6.03E-04  7.75E-04  2.63E-04 -3.35E-01 -1.54E-04 -4.18E-03
    14.5  -2.13E-01 -1.20E-01 -1.20E-01 -6.03E-04  9.69E-03  2.88E-04 -2.38E-01 -3.95E-04 -4.14E-03
    15.5  -1.38E-01 -7.99E-02 -7.99E-02 -6.04E-04  5.31E-02  3.58E-04 -1.45E-01 -4.87E-04 -4.07E-03
    16.5  -8.81E-02 -5.16E-02 -5.16E-02 -6.05E-04  1.03E-01  5.50E-04 -6.88E-02 -5.19E-04 -3.97E-03
    17.5  -5.97E-02 -3.51E-02 -3.51E-02 -6.07E-04  1.33E-01  1.03E-03 -7.72E-03 -5.32E-04 -3.85E-03
    18.5  -4.39E-02 -2.59E-02 -2.59E-02 -6.08E-04  1.56E-01  2.14E-03  4.34E-02 -5.40E-04 -3.70E-03
    19.5  -3.50E-02 -2.06E-02 -2.06E-02 -6.10E-04  1.78E-01  4.41E-03  8.79E-02 -5.46E-04 -3.55E-03
    20.5  -3.02E-02 -1.78E-02 -1.78E-02 -6.12E-04  1.99E-01  8.59E-03  1.25E-01 -5.53E-04 -3.38E-03
    21.5  -2.69E-02 -1.57E-02 -1.57E-02 -6.14E-04  2.19E-01  1.56E-02  1.27E-01 -5.59E-04 -3.21E-03
    22.5  -2.45E-02 -1.42E-02 -1.42E-02 -6.16E-04  2.39E-01  2.64E-02  5.98E-02 -5.65E-04 -3.04E-03
    23.5  -2.23E-02 -1.28E-02 -1.28E-02 -6.18E-04  2.58E-01  4.15E-02  2.38E-02 -5.71E-04 -2.87E-03
    24.5  -1.98E-02 -1.12E-02 -1.12E-02 -6.20E-04  2.77E-01  6.12E-02  1.69E-01 -5.78E-04 -2.69E-03
    25.5  -1.64E-02 -9.25E-03 -9.25E-03 -6.22E-04  2.96E-01  8.52E-02  2.26E-01 -5.86E-04 -2.51E-03
    26.5  -1.18E-02 -6.77E-03 -6.77E-03 -6.25E-04  3.11E-01  1.14E-01  2.68E-01 -1.39E-02 -2.33E-03
    27.5  -5.94E-03 -3.75E-03 -3.75E-03 -6.27E-04  3.17E-01  1.46E-01  3.07E-01 -4.21E+01 -2.14E-03
    28.5   1.55E-03 -1.40E-04 -1.40E-04 -6.30E-04  3.04E-01  1.78E-01  3.46E-01 -9.83E+02 -1.94E-03
    29.5   1.11E-02  4.21E-03  4.21E-03 -6.33E-04  2.84E-01  1.95E-01  3.87E-01 -2.85E+01 -1.73E-03
    30.5   2.32E-02  9.50E-03  9.50E-03 -6.36E-04  2.72E-01  1.97E-01  4.29E-01 -9.16E-03 -1.51E-03
    31.5   3.84E-02  1.60E-02  1.60E-02 -6.40E-04  2.66E-01  1.95E-01  4.74E-01 -7.82E-04 -1.28E-03
    32.5   5.73E-02  2.37E-02  2.37E-02 -6.44E-04  2.61E-01  1.91E-01  5.20E-01 -8.86E-04 -1.03E-03
    33.5   7.32E-02  2.89E-02  2.89E-02 -6.48E-04  2.57E-01  1.87E-01  5.69E-01 -1.03E-03 -7.65E-04
    34.5   8.64E-02  3.17E-02  3.17E-02 -6.52E-04  2.54E-01  1.82E-01  6.19E-01 -1.17E-03 -4.93E-04
    35.5   9.53E-02  3.13E-02  3.13E-02 -6.57E-04  2.51E-01  1.78E-01  6.69E-01 -1.25E-03 -2.14E-04
    36.5   9.71E-02  2.62E-02  2.62E-02 -6.62E-04  2.48E-01  1.75E-01  7.17E-01 -1.14E-03  6.47E-05
    37.5   9.04E-02  1.55E-02  1.55E-02 -6.67E-04  2.46E-01  1.72E-01  7.63E-01 -6.43E-04  3.40E-04
    38.5   7.44E-02 -1.06E-03 -1.06E-03 -6.72E-04  2.44E-01  1.69E-01  8.06E-01  5.46E-04  6.10E-04
    39.5   4.96E-02 -2.31E-02 -2.31E-02 -6.77E-04  2.41E-01  1.65E-01  8.46E-01  2.81E-03  8.72E-04
    40.5   1.80E-02 -4.93E-02 -4.93E-02 -6.82E-04  2.38E-01  1.60E-01  8.83E-01  6.42E-03  1.13E-03
    41.5  -1.66E-02 -7.74E-02 -7.74E-02 -6.88E-04  2.34E-01  1.53E-01  9.19E-01  1.14E-02  1.38E-03
    42.5  -5.03E-02 -1.05E-01 -1.05E-01 -6.95E-04  2.29E-01  1.46E-01  9.54E-01  1.77E-02  1.62E-03
    43.5  -8.07E-02 -1.30E-01 -1.30E-01 -7.02E-04  2.25E-01  1.40E-01  9.88E-01  2.50E-02  1.86E-03
    44.5  -1.07E-01 -1.52E-01 -1.52E-01 -7.09E-04  2.21E-01  1.34E-01  1.02E+00  3.34E-02  2.10E-03
    45.5  -1.29E-01 -1.72E-01 -1.72E-01 -7.18E-04  2.18E-01  1.29E-01  1.06E+00  4.32E-02  2.35E-03
    46.5  -1.48E-01 -1.90E-01 -1.90E-01 -7.28E-04  2.16E-01  1.25E-01  1.10E+00  5.45E-02  2.59E-03
    47.5  -1.64E-01 -2.06E-01 -2.06E-01 -7.38E-04  2.14E-01  1.23E-01  1.13E+00  6.76E-02  2.84E-03
    48.5  -1.81E-01 -2.23E-01 -2.23E-01 -7.49E-04  2.12E-01  1.21E-01  1.17E+00  8.90E-02  3.10E-03
    49.5  -1.99E-01 -2.43E-01 -2.43E-01 -7.61E-04  2.12E-01  1.19E-01  1.21E+00  5.09E+01  3.36E-03
    50.5  -2.18E-01 -2.65E-01 -2.65E-01 -7.74E-04  2.11E-01  1.18E-01  1.26E+00  1.26E-01  3.62E-03
    51.5  -2.38E-01 -2.88E-01 -2.88E-01 -7.88E-04  2.11E-01  1.18E-01  1.30E+00  1.40E-01  3.88E-03
    52.5  -2.64E-01 -3.17E-01 -3.17E-01 -8.02E-04  2.11E-01  1.18E-01  1.35E+00  1.57E-01  4.13E-03
    53.5  -2.95E-01 -3.54E-01 -3.54E-01 -8.17E-04  2.12E-01  1.19E-01  1.39E+00  1.73E-01  4.39E-03
    54.5  -3.31E-01 -3.96E-01 -3.96E-01 -8.32E-04  2.13E-01  1.20E-01  1.44E+00  1.85E-01  4.65E-03
    55.5  -3.73E-01 -4.44E-01 -4.44E-01 -8.49E-04  2.14E-01  1.22E-01  1.49E+00  1.95E-01  4.90E-03
    56.5  -4.20E-01 -5.01E-01 -5.01E-01 -8.65E-04  2.16E-01  1.25E-01  1.53E+00  2.03E-01  5.16E-03
    57.5  -4.74E-01 -5.64E-01 -5.64E-01 -8.82E-04  2.19E-01  1.29E-01  1.58E+00  2.10E-01  5.41E-03
    58.5  -5.35E-01 -6.35E-01 -6.35E-01 -9.00E-04  2.23E-01  1.34E-01  1.62E+00  2.17E-01  5.67E-03
    59.5  -6.00E-01 -7.12E-01 -7.12E-01 -9.19E-04  2.28E-01  1.42E-01  1.67E+00  1.33E-01  5.92E-03
    60.5  -6.68E-01 -7.94E-01 -7.94E-01 -9.39E-04  2.35E-01  1.52E-01  1.72E+00  2.31E-01  6.18E-03
    61.5  -7.37E-01 -8.76E-01 -8.76E-01 -9.59E-04  2.46E-01  1.67E-01  1.76E+00  2.44E-01  6.44E-03
    62.5  -8.04E-01 -9.59E-01 -9.59E-01 -9.80E-04  2.61E-01  1.89E-01  1.80E+00  2.60E-01  6.69E-03
    63.5  -8.67E-01 -1.04E+00 -1.04E+00 -1.00E-03  2.85E-01  2.24E-01  1.85E+00  2.85E-01  6.94E-03
    64.5  -9.32E-01 -1.11E+00 -1.11E+00 -1.02E-03  3.08E-01  2.55E-01  1.89E+00  3.07E-01  7.19E-03
    65.5  -1.00E+00 -1.19E+00 -1.19E+00 -1.05E-03  3.35E-01  2.95E-01  1.92E+00  3.35E-01  7.45E-03
    66.5  -1.07E+00 -1.28E+00 -1.28E+00 -1.07E-03  3.75E-01  3.52E-01  1.96E+00  3.75E-01  7.71E-03
    67.5  -1.15E+00 -1.37E+00 -1.37E+00 -1.10E-03  4.27E-01  4.25E-01  2.00E+00  4.27E-01  7.97E-03
    68.5  -1.23E+00 -1.47E+00 -1.47E+00 -1.13E-03  4.94E-01  5.21E-01  2.03E+00  4.94E-01  8.23E-03
    69.5  -1.31E+00 -1.57E+00 -1.57E+00 -1.16E-03  5.75E-01  6.36E-01  2.07E+00  5.75E-01  8.48E-03
    70.5  -1.39E+00 -1.67E+00 -1.67E+00 -1.19E-03  6.67E-01  7.68E-01  2.10E+00  6.67E-01  8.73E-03
    71.5  -1.46E+00 -1.75E+00 -1.75E+00 -1.22E-03  7.60E-01  9.00E-01  2.13E+00  7.60E-01  8.98E-03
    72.5  -1.50E+00 -1.81E+00 -1.81E+00 -1.26E-03  8.51E-01  1.03E+00  2.15E+00  8.50E-01  9.22E-03
    73.5  -1.53E+00 -1.85E+00 -1.85E+00 -1.30E-03  9.35E-01  1.15E+00  2.18E+00  9.35E-01  9.47E-03
    74.5  -1.52E+00 -1.86E+00 -1.86E+00 -1.35E-03  1.01E+00  1.26E+00  2.20E+00  1.01E+00  9.71E-03
    75.5  -1.49E+00 -1.84E+00 -1.84E+00 -1.40E-03  1.06E+00  1.33E+00  2.23E+00  1.06E+00  9.94E-03
    76.5  -1.43E+00 -1.79E+00 -1.79E+00 -1.46E-03  1.10E+00  1.38E+00  2.25E+00  1.10E+00  1.02E-02
    77.5  -1.35E+00 -1.72E+00 -1.72E+00 -1.52E-03  1.10E+00  1.39E+00  2.27E+00  1.10E+00  1.04E-02
    78.5  -1.27E+00 -1.64E+00 -1.64E+00 -1.58E-03  1.08E+00  1.36E+00  2.28E+00  1.08E+00  1.05E-02
    79.5  -1.17E+00 -1.54E+00 -1.54E+00 -1.63E-03  1.00E+00  1.26E+00  2.30E+00  1.00E+00  1.06E-02
    80.5  -8.76E-01 -1.40E+00 -1.40E+00 -1.65E-03  8.38E-01  1.04E+00  2.30E+00  8.38E-01  1.07E-02
    81.5  -5.68E-01 -1.37E+00 -1.37E+00 -1.62E-03  6.59E-01  7.95E-01  2.31E+00  6.59E-01  1.07E-02
    82.5  -4.46E-01 -1.36E+00 -1.36E+00 -1.55E-03  5.35E-01  6.02E-01  2.31E+00  5.35E-01  1.07E-02
    83.5  -3.93E-01 -1.36E+00 -1.36E+00 -1.46E-03  4.50E-01  4.62E-01  2.31E+00  4.50E-01  1.07E-02
    84.5  -3.62E-01 -1.36E+00 -1.36E+00 -1.38E-03  3.91E-01  3.63E-01  2.31E+00  3.91E-01  1.07E-02
    85.5  -3.40E-01 -1.36E+00 -1.36E+00 -1.29E-03  3.49E-01  2.93E-01  2.31E+00  3.49E-01  1.07E-02
    86.5  -3.21E-01 -1.36E+00 -1.36E+00 -1.21E-03  3.18E-01  2.44E-01  2.31E+00  3.18E-01  1.07E-02
    87.5  -3.05E-01 -1.36E+00 -1.36E+00 -1.14E-03  2.95E-01  2.09E-01  2.32E+00  2.95E-01  1.07E-02
    88.5  -2.90E-01 -1.36E+00 -1.36E+00 -1.07E-03  2.77E-01  1.86E-01  2.32E+00  2.77E-01  1.07E-02
    89.5  -2.77E-01 -1.35E+00 -1.35E+00 -1.01E-03  2.65E-01  1.70E-01  2.32E+00  2.65E-01  1.07E-02
    90.5  -2.65E-01 -1.35E+00 -1.35E+00 -9.64E-04  2.56E-01  1.59E-01  2.32E+00  2.56E-01  1.07E-02
    91.5  -2.54E-01 -1.34E+00 -1.34E+00 -9.18E-04  2.49E-01  1.52E-01  2.32E+00  2.49E-01  1.07E-02
    92.5  -2.44E-01 -1.33E+00 -1.33E+00 -8.79E-04  2.44E-01  1.47E-01  2.32E+00  2.44E-01  1.07E-02
    93.5  -2.35E-01 -1.32E+00 -1.32E+00 -8.45E-04  2.40E-01  1.44E-01  2.32E+00  2.40E-01  1.07E-02
    94.5  -2.27E-01 -1.30E+00 -1.30E+00 -8.15E-04  2.38E-01  1.43E-01  2.32E+00  2.38E-01  1.07E-02
    95.5  -2.20E-01 -1.27E+00 -1.27E+00 -7.90E-04  2.36E-01  1.42E-01  2.32E+00  2.36E-01  1.07E-02
    96.5  -2.14E-01 -1.23E+00 -1.23E+00 -7.70E-04  2.35E-01  1.42E-01  2.32E+00  2.35E-01  1.07E-02
    97.5  -2.09E-01 -1.17E+00 -1.17E+00 -7.53E-04  2.34E-01  1.42E-01  2.32E+00  2.34E-01  1.07E-02
    98.5  -2.06E-01 -1.08E+00 -1.08E+00 -7.41E-04  2.34E-01  1.43E-01  2.32E+00  2.34E-01  1.07E-02
    99.5  -2.04E-01 -9.93E-01 -9.93E-01 -7.33E-04  2.33E-01  1.43E-01  2.32E+00  2.33E-01  1.07E-02
 
     Z(km)       O3I   CH3OOHI    CH3O2I   HO2NO2I     N2O5I
     0.5  -5.59E-04  5.77E-03  7.77E-03  3.93E+00  2.42E+00
     1.5  -5.62E-04  2.87E-03  3.04E-03  1.66E+00  2.42E+00
     2.5  -5.67E-04 -8.49E-04 -2.02E-03  1.62E+00  2.32E+00
     3.5  -5.73E-04 -4.17E-03 -5.94E-03  1.47E+00  2.05E+00
     4.5  -5.79E-04 -6.68E-03 -8.29E-03  1.25E+00  1.71E+00
     5.5  -5.86E-04 -8.69E-03 -9.88E-03  1.01E+00  1.36E+00
     6.5  -5.92E-04 -1.09E-02 -1.22E-02  7.97E-01  1.03E+00
     7.5  -5.96E-04 -1.36E-02 -1.62E-02  6.12E-01  7.42E-01
     8.5  -5.99E-04 -1.59E-02 -1.97E-02  4.58E-01  4.89E-01
     9.5  -6.00E-04 -1.66E-02 -1.87E-02  3.33E-01  2.81E-01
    10.5  -6.01E-04 -1.44E-02 -1.22E-02  2.12E-01  1.02E-01
    11.5  -6.02E-04 -5.58E-03  4.97E-03  7.32E-02 -6.56E-02
    12.5  -6.02E-04  2.94E-03  7.78E-03 -3.50E-02 -1.45E-01
    13.5  -6.03E-04 -8.08E-04 -1.23E-03 -1.03E-01 -1.55E-01
    14.5  -6.03E-04 -1.39E-02 -1.51E-02 -1.29E-01 -1.20E-01
    15.5  -6.04E-04 -2.87E-02 -2.97E-02 -1.24E-01 -7.99E-02
    16.5  -6.05E-04 -3.85E-02 -3.90E-02 -1.08E-01 -5.16E-02
    17.5  -6.07E-04 -4.18E-02 -4.21E-02 -9.18E-02 -3.51E-02
